Flexidy,Babbie Wrighton,300,622.26,1908
Greenlam,Datha Samweyes,161,765.44,1998
Treeflex,Amalea Pawley,229,864.35,1900
Vagram,Wash Emblow,449,961.17,2000
Cardify,Valentina Tofanini,296,635.27,1916
Biodex,Loralie Burgum,260,150.69,1992
Quo Lux,Gayle Guise,207,681.1,2018
Trippledex,Devondra Simenel,133,629.07,1922
Tampflex,Oby Halpin,186,119.48,1987
Vagram,Aaren Dudin,185,793.14,2014
Zathin,Minnie Giovanitti,26,47.34,1949
Bigtax,Alec Jeandeau,151,143.3,1917
Prodder,Garwood Meco,67,245.16,1900
Transcof,Cathrine Pawley,313,595.18,2014
Tresom,Lemmy Dallywater,122,434.74,1917
Wrapsafe,Bidget Kingaby,364,442.59,1974
Gembucket,Crawford Fynes,469,259.42,1987
Treeflex,Ingaborg Local,94,545.26,1949
Span,Allegra Warstall,79,933.89,2006
Overhold,Marget McCartan,407,402.58,1908
Tampflex,Ericha Behnecke,82,742.69,1911
Andalax,Egan Cobon,318,428.32,1969
Voltsillam,Kirsteni Castelletti,348,112.53,1947
Cardify,Massimo Goodlet,188,205.96,1934
Ventosanzap,Osbourn Chaffer,418,30.41,1936
Tresom,Brandyn Oldroyde,143,923.93,2006
Kanlam,Alexa Alderson,323,108.96,2015
Namfix,Batholomew Gertray,188,788.07,1985
Fix San,Miran Ciccarelli,379,209.08,1946
Gembucket,Celia Gaiger,484,902.48,1953
Fintone,Meir Lippiett,468,492.33,1906
Pannier,Herby Akrigg,344,185.02,1993
Latlux,Lorelle Gingold,11,178.91,2001
Lotstring,Kirby Nobes,242,709.91,1993
Zamit,Merrie Bowerman,109,785.16,1964
Domainer,Mirna Palin,364,316.23,2006
Konklux,Shirl Lapere,319,353.2,2009
Cardify,Patrizia Beckerleg,32,423.75,1923
Tempsoft,Dwight Augustus,54,412.99,1939
Subin,Xylina Biford,10,880.32,1940
Latlux,Torin Elvin,61,145.95,1947
Viva,Barbabas MacAindreis,145,309.01,1907
Otcom,Merrill Kendell,136,827.05,1989
Y-Solowarm,Trstram Allsworth,396,31.67,1957
Vagram,Rube Rankin,118,401.11,1984
Konklab,Reggi Keaveney,167,877.83,1959
Subin,Des Delle,93,439.08,1936
Lotstring,Tom Mounsie,480,728.94,1998
Regrant,Arleta Arthy,417,235.51,1994
Tresom,Carmella Tincknell,171,670.66,1972
Tempsoft,Matt Edmondson,111,309.23,1993
Zathin,Allie Jimmes,47,959.04,1971
Zathin,Paule Cowdray,476,38.8,1957
Alpha,Tisha Gorries,96,641.61,1989
Holdlamis,Sissie Bouzek,142,593.5,1991
Alphazap,Thorndike Greatrex,18,952.2,1909
Stronghold,Doyle Fortoun,125,384.97,1989
Sub-Ex,Brendon Ferrarini,211,150.57,1926
Aerified,Deeyn Matisoff,454,487.37,1970
Opela,Shermy Massimo,18,982.61,1949
Prodder,Micah Popeley,146,689.96,1984
Pannier,Benoite Huckerby,15,275.82,1955
Opela,Ryun Tooth,171,809.8,2008
Solarbreeze,Brendis McMonies,93,197.52,1963
Toughjoyfax,Brandy Oliphant,58,744.67,1980
Zaam-Dox,Gill Heigho,141,300.4,1920
Namfix,Nonah Quadling,317,355.47,1935
Bigtax,Jessa Drissell,362,854.41,1903
Lotlux,Catlee Gratten,179,634.96,1916
Konklab,Christabella Lebrun,102,516.17,1987
Daltfresh,Charley Face,114,77.33,1976
Lotstring,Darb Stickens,162,332.91,1985
Holdlamis,Norman Gregorowicz,414,957.99,2020
Cookley,Aloisia Book,256,391.86,1905
Konklux,Corty Dumingos,271,893.12,1988
Asoka,Hamnet Gibbard,233,545.4,1968
Voltsillam,Meryl Chapman,193,561.31,1990
Cardguard,Bevvy Slorance,110,546.59,1990
Temp,Pauly Bodycomb,480,891.45,2001
Treeflex,Vernor Edowes,411,734.58,1929
Span,Rafe Dunkerly,343,504.28,1998
Keylex,Darice Fiddian,329,297.01,1925
Wrapsafe,Isa Masdin,43,147.42,1998
Namfix,Clyve Shirrell,57,126.67,2012
Bigtax,Crin Bohea,25,507.2,1903
Opela,Johnnie Henkmann,50,593.02,2003
Subin,Alika Idiens,78,757.89,1959
Matsoft,Nyssa Whiterod,163,970.82,1914
Bamity,Norrie Doctor,284,827.75,2011
Vagram,Charlotta McCobb,224,668.08,1906
Andalax,Bria Goodnow,269,905.42,2001
Bitchip,Gary Widdecombe,328,904.96,1969
Span,Henderson Dunkinson,265,280.37,1970
Stringtough,Leonhard Gashion,315,759.26,1931
Cardify,Karin Mensler,193,191.2,2000
Domainer,Marigold Eton,65,520.23,1931
Sonair,Gustavo Hanratty,312,155.08,2012
Stronghold,Dell Robjents,409,958.56,2006
Wrapsafe,Tamra Sowten,15,780.38,1920
Konklux,Corie Le Port,371,162.21,1997
Subin,Merna Tremellier,372,236.66,1986
Bamity,Hardy Durran,26,783.66,1909
Fix San,Teri Bozward,265,809.91,1928
Zamit,Goldia Sayle,251,947.54,2018
Zaam-Dox,Alicea Ledrun,399,958.24,1904
Cookley,Letty O'Doghesty,324,956.49,1900
Solarbreeze,Marsh Phillcox,418,823.6,1980
Voyatouch,Trudey Sheeran,89,718.98,1971
Konklab,Katerine Choak,365,540.53,1923
Treeflex,Terri Pitchers,295,938.8,1912
Viva,Penelopa Pleat,156,416.94,2004
Tin,Emelen Camfield,224,283.09,1953
Hatity,Carlina Churchlow,297,958.88,1970
Trippledex,Anatollo Sidaway,39,36.26,2005
Lotstring,Ezekiel Renfrew,497,902.0,1947
It,Nye Heine,170,453.98,1932
Zaam-Dox,Lindon Brickner,298,193.18,1948
Konklab,Rees Fibbens,272,784.42,1919
Bigtax,Nessi Blune,390,854.93,2014
Voltsillam,Herminia Crenage,321,177.47,1951
Cardify,Stephannie Vorley,387,866.26,2012
Flowdesk,Aron Caldow,36,278.29,1932
Domainer,Asa Reedyhough,316,321.64,1921
Otcom,Bax Roseman,20,69.41,1934
Domainer,Vivian Brotherheed,427,430.03,1926
Tresom,Lief Cridlan,87,538.78,1977
Veribet,Velma Veljes,465,796.1,1993
Quo Lux,Gillan Heugh,86,131.95,1965
Sonair,Oralia Aicken,151,95.41,1914
Keylex,Verge Carlsen,44,235.53,1955
Stringtough,Marsiella Mellor,411,656.42,1990
Temp,Kiley Domney,494,562.14,1940
Cardguard,Jamal Goare,242,700.7,1917
Ventosanzap,Winnie Goodlett,371,714.34,2018
Treeflex,Ricard Scroyton,200,819.16,1933
Alpha,Elbertina Dunseath,343,322.67,1925
Trippledex,Lacie Nern,380,261.91,2006
Zaam-Dox,Shae Copperwaite,389,486.16,1979
Lotstring,Kennie Cullabine,491,97.45,1956
Flexidy,Mattias Kegan,496,102.01,1989
Toughjoyfax,Kenna Cornelis,355,709.15,2015
Cardguard,Cassaundra O'Flannery,337,966.18,2008
Toughjoyfax,Miguela Dancey,168,510.8,2012
Ronstring,Peggie Livard,74,142.63,1946
Vagram,Natka Willoughley,449,99.8,1924
Sonair,Mahmoud Quakley,459,381.3,2017
Cardify,Dolli Bonsul,197,336.23,1931
Y-find,Leena Swatman,225,66.28,2012
Vagram,Benedikta Kubczak,65,446.61,1981
Viva,Wallache Deeves,420,96.79,2003
Temp,Daren Dudding,209,223.55,2002
Voltsillam,Filberte Schulze,124,373.57,2001
Y-find,Calv Avrahm,190,235.99,2015
Veribet,Marja O'Sullivan,314,363.83,1935
Otcom,Antonia Jannex,276,964.25,2019
Tampflex,Gearard Littlekit,443,771.23,1926
Lotstring,Sapphire Skittreal,242,372.82,1948
Tresom,Carmelina Tither,429,544.55,1995
Zaam-Dox,Edwina Rundle,382,118.0,1969
Toughjoyfax,Rooney Quade,350,134.13,1931
Bamity,Drucie Stolze,422,119.56,1907
Cardify,Eddy Gilbride,26,863.48,1989
Domainer,Diandra Grigoryev,439,918.43,1939
Aerified,Wilona Sarjant,312,112.01,1909
Fixflex,Giraldo Vasilchikov,320,40.77,1968
Home Ing,Bea Lamberteschi,22,426.63,1909
Zaam-Dox,Natividad MacHarg,178,163.07,1905
Tin,Kelley Roskams,184,225.7,1993
Mat Lam Tam,Joice Schmuhl,464,389.05,1982
Bigtax,Shanon Garnsworth,382,931.71,1998
Cardguard,Norris Bengle,438,591.18,1910
Lotlux,Adrienne Baldacco,401,992.79,1975
Wrapsafe,Nisse Grime,426,569.03,1902
Voyatouch,Skell Huggan,117,946.13,1922
Wrapsafe,Zuzana Gammon,121,360.02,1974
Voltsillam,Verney Callaghan,125,76.75,1966
Latlux,Byrann MacPhee,132,852.58,1964
Cardify,Ally Wash,286,930.95,2014
Sonair,Zollie Buggs,84,686.87,1927
Biodex,Renelle Pactat,439,526.02,1917
Sub-Ex,Babita Waumsley,259,51.25,2013
Voyatouch,Shaina Wynes,87,421.34,1981
Fixflex,Ami Daly,391,813.09,1936
Y-Solowarm,Boony Klaesson,172,669.51,2012
Daltfresh,Borden Jobke,228,297.69,1932
Fintone,Marabel Jillis,283,485.85,1997
Keylex,Jami Mariaud,205,774.01,1973
Cardguard,Bank Teml,139,814.65,2012
Sonsing,Perl Gourley,180,237.7,1917
Aerified,Welsh McAdam,460,309.89,1950
Zamit,Jens Work,107,425.45,1906
Voyatouch,Alvy Bellocht,281,572.23,2013
Veribet,Antonella Claibourn,310,263.07,1961
Andalax,Flin Ianni,265,612.09,2019
Stim,Devlen Slimming,336,703.07,1934
Konklab,Giustina Farriar,173,482.63,1939
Sonsing,Poppy Gammade,386,610.76,2002
Stim,Celestine Daouse,274,959.57,1967
Tresom,Oswell Gunthorp,267,88.5,1935
Fixflex,Kimberlyn Fagan,490,100.37,1929
Zaam-Dox,Lowe Birkenshaw,65,537.3,1992
Toughjoyfax,Claudia McKyrrelly,217,572.28,2013
Vagram,Layla Apted,341,166.61,1995
Wrapsafe,Tad Kemmish,133,455.68,2019
Greenlam,Ambrose Trewhitt,185,179.43,2011
Home Ing,Petrina O'Hogertie,32,753.28,1994
Asoka,Jeffry Gorioli,308,278.45,1990
Voyatouch,Elwin Montgomery,83,397.11,1905
Vagram,Curr McMeanma,238,573.49,2017
Vagram,Kathi Cawthery,246,718.26,1919
Bamity,Thayne Fanti,371,836.37,1976
It,Kacy Whitbread,413,268.34,1946
Fix San,Gardie Anderson,424,723.06,1913
Lotstring,Teena Alldritt,342,459.42,1904
Konklab,Tamarra Greschik,213,348.96,1901
Hatity,Vinni Senogles,155,236.7,2007
Quo Lux,Star Hugonnet,189,519.87,1985
Latlux,Georgia Gollard,458,697.43,1919
Otcom,Stacey Brader,199,604.64,1961
Voltsillam,Sheba Lindwasser,361,507.56,1911
Transcof,Irene Soggee,126,517.98,1995
Otcom,Gail Freiburger,29,196.61,2009
Zontrax,Mora Corben,47,240.36,1980
Ventosanzap,Johannes Ewer,402,206.14,1994
Bitwolf,Bridget Walsh,57,478.9,1939
Andalax,Orella Watling,235,750.85,1957
Span,Olivie Wateridge,89,575.66,1934
Trippledex,Clifford Ubsdell,59,901.73,1927
Asoka,Octavius Birtwisle,245,246.31,2008
Konklux,Godfrey Paris,102,186.2,1959
It,Emelda Cornelius,486,519.41,1912
Transcof,Ford Carnalan,215,558.15,1932
Job,Gerik Ivimey,88,849.98,1923
Asoka,Rois Purton,204,775.11,2009
Viva,Staci Shephard,94,335.59,2012
Tempsoft,Dermot Bazely,214,356.14,2014
Trippledex,Cynde Witts,265,836.36,2002
Rank,Trumann Stockley,427,330.68,2003
Solarbreeze,Rubie Bavidge,312,902.23,1960
Quo Lux,Kalli Laurenz,48,136.82,1922
Bitwolf,Olva Cockett,252,727.87,2011
Cookley,Carol-jean Adam,85,829.49,1921
Bitwolf,Ursa Pelos,10,824.83,1934
Temp,Kaila Maliffe,93,735.77,1995
Pannier,Clemente Whitebrook,483,300.62,1979
Latlux,Gardie Helliar,230,861.2,2000
Duobam,Gerry Brockway,489,454.41,1996
Cookley,Jed Fedoronko,229,950.72,1963
Stronghold,Dulsea Rasper,263,443.64,1960
Zaam-Dox,Briana Cousans,84,867.99,1940
Fintone,Cleavland Shergill,107,419.2,1941
Redhold,Evonne Bradane,97,273.19,1988
Latlux,Connie Grahamslaw,160,355.55,1986
Y-find,Isadora Wayland,127,541.49,1922
Prodder,Neila Lambal,156,972.2,1964
Lotstring,Carey Novotne,282,300.67,1905
Veribet,Jarrett Tole,276,444.94,1964
Daltfresh,Rorke Najara,168,267.73,1924
Quo Lux,Cyndy McFetridge,82,189.19,1935
Zamit,Franni Pedersen,157,539.86,1953
Zontrax,Georas Shoebotham,289,602.35,1915
Keylex,Zola Martinello,88,270.24,1928
Zoolab,Byrle Ponting,53,132.17,2007
Konklab,Shara Ledur,491,164.13,2008
Tempsoft,Gusti Bendtsen,143,950.95,1940
Hatity,Tait Ashfold,356,311.29,1938
Fixflex,Eirena Starrs,448,588.35,1989
Y-find,Freddie Mingaye,373,416.18,1928
Tampflex,Sybila Screach,143,659.87,2009
Ventosanzap,Sib Donnison,190,622.78,1946
Sonair,Dilan Brocks,153,149.13,1945
Vagram,Katalin Lympenie,144,664.86,1985
Toughjoyfax,Barri Bearcock,449,628.84,1976
Alpha,Neale Rudsdale,53,200.53,2020
Pannier,Trina MacGill,180,370.75,1900
Y-Solowarm,Dasie Chalker,31,936.95,1931
Cardguard,Kathleen Philcock,496,212.13,1914
Viva,Shannan Fisby,12,306.49,1916
Konklux,Shayna Tomisch,279,939.74,1925
Lotlux,Ara Bertot,396,249.66,1914
Asoka,Jolynn Tyreman,242,334.6,1957
Temp,Germaine Cade,298,237.77,1992
Cardify,Rosella Jury,398,496.79,1915
Zoolab,Giulietta Langan,155,57.49,1926
Flowdesk,Melisse Tooze,410,349.62,1954
Prodder,Vinny Kinzett,330,715.69,1986
Asoka,Nadya Bluschke,63,282.53,2003
Gembucket,Neall Low,185,233.17,2007
Fix San,Carlos Trafford,327,374.13,1975
Zathin,Eldridge Skitral,172,411.22,1990
Cookley,Thacher Fenty,344,932.73,1987
Quo Lux,Iseabal Quail,242,289.2,1974
Matsoft,Hannah Mugford,203,642.28,1933
Lotstring,Robena Joris,290,359.85,1926
Fintone,Janis Kryzhov,81,105.88,1939
Pannier,Dolley Michie,367,569.29,1966
Alphazap,Faina Olkowicz,457,767.39,1998
Veribet,Vinny Godard,415,319.61,1905
Ventosanzap,Izzy D'Ambrosio,345,887.63,1933
Zoolab,Thatcher Dooland,69,658.23,1918
Sub-Ex,Cesar Edden,424,996.58,1983
Tres-Zap,Gwen Elvish,283,457.64,1984
Tempsoft,Christiano Oller,200,649.87,1964
Wrapsafe,Dulcie Skoughman,446,551.26,1900
Veribet,Willyt Mundee,321,785.3,1971
Biodex,Lilias Dwight,475,219.56,1946
Overhold,Mannie Dunley,84,668.58,1996
Sonair,Harwilll Heiden,480,403.14,2018
Opela,Lurlene Pippin,329,728.16,1929
Bamity,Orran Luipold,438,986.15,1911
Sonsing,Cynthy Le Grice,214,455.35,2009
Job,Angus Claxson,496,627.83,1913
Sonair,Stormie Pettigree,196,117.91,1954
Lotlux,Ian Roz,304,785.62,1921
Voltsillam,Marijo Pomphrey,19,726.85,1929
Tin,Jeremy Boldt,38,630.95,1913
Biodex,Linell Drayn,152,350.27,2006
Ronstring,Carita Stanman,326,525.46,1951
Subin,Cynthia Fusedale,148,189.38,1934
Rank,Orelee Cristol,213,931.28,1933
Bamity,Gus Moffat,237,252.91,2020
Tampflex,Jo Cutmere,293,344.94,1983
Tampflex,Antonino Bradnick,336,878.31,1952
Fix San,Shayla Anersen,493,471.21,1968
Wrapsafe,Codie Woodburne,155,853.29,1904
Fintone,Donni Keel,12,513.66,1909
Fix San,Ruperta Meeks,95,992.84,2018
Namfix,Haze Geldart,49,103.83,1972
Fintone,Sid Ramsier,80,215.23,1900
Bigtax,Morgun Iacoviello,369,909.62,1933
Zoolab,Joyce Byles,39,392.07,1957
Vagram,Mallory Brea,60,516.95,1958
Stringtough,Thebault Woodyeare,274,206.98,1922
Veribet,Deny Lampel,210,858.74,1921
Cookley,Cornall McManamon,446,741.77,1936
Quo Lux,Winthrop Hemshall,238,526.72,1962
Sub-Ex,Carmon Bratch,193,678.95,1937
Prodder,Ashlan Padefield,479,791.69,1966
Flexidy,Wadsworth Maasz,354,493.81,1943
Bitchip,Cesare Linton,309,911.9,2017
Konklab,Audi Mc-Kerley,108,545.28,1931
Konklux,Grier Hodcroft,36,546.05,1928
Tresom,Thekla Scarsbrooke,285,209.38,1961
Konklab,Meghann Rudall,312,932.66,1914
Fixflex,Deni Astbury,187,33.73,1974
Voltsillam,Junie Bath,485,573.03,1927
Y-find,Kailey Maruska,107,249.83,1947
Voyatouch,Mikel Gibbonson,372,181.58,2007
Stringtough,Esdras McCowen,392,289.1,1998
Zathin,Ertha Simonot,300,842.76,1917
Pannier,Olin Everson,470,705.91,1923
Job,Paloma Mingauld,487,991.91,1998
Bigtax,Garrik De Domenicis,262,509.81,1907
Sonair,Devy Goodere,272,630.97,1970
Bigtax,Cullin Askell,440,400.28,1991
Home Ing,Paulie Crossby,211,54.15,1983
Zamit,Thane Bonass,98,993.65,1995
Wrapsafe,Mahmud Nelsen,478,347.73,1934
Opela,Kent Tiuit,386,187.4,1965
Veribet,Gael Berling,85,459.6,1947
Matsoft,Lancelot Thecham,262,948.85,1926
Zontrax,Eolande Rea,421,847.43,1963
Zamit,Rudiger Tythe,419,461.68,1990
Cardguard,Lovell Bebis,322,190.07,2018
Asoka,Micaela Matresse,18,171.21,1902
Bigtax,Drusie Salzburger,260,716.39,2011
Zontrax,Lowell Lishman,42,555.9,1937
Duobam,Bil Kelland,466,680.29,1999
Domainer,Rafi Creffeild,109,692.67,1908
Span,Augustine Shaw,459,214.41,1937
Lotstring,Fabio Bedding,152,472.55,1903
Pannier,Suzie Ottawell,263,430.56,1995
Tampflex,Trevar Gunbie,47,670.17,1921
Flexidy,Selle Polsin,321,909.64,2017
Hatity,Jaquelin Le Monnier,109,651.27,1935
Quo Lux,Lazarus Shekle,219,852.32,1920
Flexidy,Catlaina Sussex,87,571.26,1970
Keylex,Nevins Lewinton,307,200.16,1951
Ventosanzap,Augustina Tabb,36,807.95,1945
Rank,Harriett Crocombe,425,954.33,1987
Bamity,Leanora Tibalt,258,98.45,2007
Temp,Maxy Vater,126,279.39,2019
Tempsoft,Pepillo O' Donohue,313,761.47,1940
Keylex,Gill Dunks,151,253.54,1939
Mat Lam Tam,Freddie Clayfield,216,783.58,1983
Trippledex,Levon Strangeways,460,609.5,2002
Y-find,Sybille Nelmes,407,428.29,1980
Y-find,Jareb Bastin,427,246.42,1976
Konklux,Pietro Gorler,489,377.54,1924
Lotlux,Darrin Wycliff,189,623.28,1950
Holdlamis,Jemie Santello,131,119.04,1922
Sonsing,Merrili Kempster,217,509.97,2013
Toughjoyfax,Bevvy Brok,206,247.91,1970
Stim,Inga Swatten,374,989.83,1952
Fixflex,Alexine Currin,243,794.97,1937
Stim,Dal Cray,229,325.76,1941
Duobam,Addie Antoszczyk,106,403.63,1959
Stronghold,Blisse Munton,472,297.34,1933
Cookley,Carmen Semorad,278,557.8,1992
Voltsillam,Berthe Faulconbridge,72,118.13,1927
Tres-Zap,Lauritz McCosker,33,554.21,2006
Subin,Meir Whitcher,227,978.07,1956
Zaam-Dox,Kellen Coast,351,794.91,1902
Bitchip,Min Pettifer,342,839.05,1959
Duobam,Cairistiona Pothbury,261,714.58,1972
Keylex,Kimmy Morrall,248,439.07,1937
Gembucket,Cathy Wille,235,540.72,1951
Tampflex,Helyn Parlett,130,146.73,1936
Otcom,Rickard Corbie,161,359.65,1990
Span,Francis Reany,354,592.03,1983
Stronghold,Garwin Wogden,348,562.65,2001
Hatity,Melitta Vescovo,331,365.3,1955
Prodder,Maje Leason,346,389.29,2004
Duobam,Michele Arbor,89,957.54,1953
Sonsing,Sigismond Behling,382,890.46,1941
Hatity,Amandie MacCallester,122,598.16,1971
Tres-Zap,Mata Verbeke,349,601.37,1920
Daltfresh,Salomo Candelin,446,534.34,1978
Bamity,Wye Lothlorien,493,924.37,1970
Overhold,Coreen Blincow,383,291.92,1956
Mat Lam Tam,Eleanora Heninghem,420,922.79,1953
Flowdesk,Zia MacIlhagga,264,636.12,2010
Andalax,Ingelbert Benedettini,292,643.55,1947
Flowdesk,Thekla Buse,396,389.92,1993
Job,Humfried Gideon,273,751.87,1983
Subin,Sholom Boddice,112,650.16,1941
Veribet,Brody Tichelaar,474,695.45,1950
Opela,Gizela De Fraine,285,407.73,2005
Subin,Pearl Longman,179,820.92,1987
Zoolab,Marshal Reven,403,997.02,1996
Y-find,Dorene Ewenson,265,816.2,1901
Cookley,Catha Backshall,477,792.49,1972
Wrapsafe,Jessamyn Bulbrook,181,456.15,1966
Lotlux,Ailyn Tilio,214,992.87,1902
Matsoft,Alexine Pellett,493,184.44,1922
Y-find,Vivi Fenty,202,732.07,1992
Temp,Bucky Fancott,395,489.1,1929
Trippledex,Clemens Mealiffe,263,881.33,1996
Ronstring,Abeu Daglish,79,969.5,2012
Rank,Zenia Hallybone,302,838.48,1990
Prodder,Lancelot Plumb,179,534.86,1947
Duobam,Oliy Gaskamp,462,357.0,1919
Zaam-Dox,Jaymie Stopher,145,795.51,2019
Mat Lam Tam,Travers McElree,344,778.48,1989
Toughjoyfax,Tore D'Alessandro,380,78.84,2007
Stim,Earlie Krollmann,227,229.01,1949
Temp,Ellswerth Rosevear,444,150.93,1945
Treeflex,Arthur Gutowska,324,53.41,1914
Greenlam,Blair Brosel,169,35.89,1970
Bytecard,Kelcie Boyer,194,869.95,1950
Prodder,Theadora Humpherston,214,995.58,1966
Fintone,Betsey Corrison,301,283.02,1999
Holdlamis,Fayina Speechley,295,689.26,1932
Fix San,Kristin D'Aubney,363,935.85,2020
Prodder,Laney Tithecote,342,915.1,1905
Veribet,Reed Millward,445,132.29,1981
Biodex,Chrisse Itzkovwitch,133,988.38,1964
Voyatouch,Filmore Idle,168,401.97,1943
Latlux,Ally Naylor,49,339.61,1931
Trippledex,Cassandry Honniebal,105,557.64,1923
Bigtax,Jodi Getsham,385,225.85,1901
Opela,Janina Frantzen,301,270.16,1987
Sonsing,Jolee Sofe,455,304.23,1931
Bytecard,Brita Ravenscroft,165,741.85,1952
Duobam,Carlin Parslow,325,287.02,1980
Domainer,Lira Baylie,387,84.82,1910
Bitwolf,Ethan Rudd,467,111.31,1939
Bigtax,Damon Pilch,489,396.85,1969
Pannier,Martelle Westmoreland,272,54.54,1965
It,Linn Castelow,203,655.72,1944
Bitchip,Heda Formigli,496,572.96,2006
Temp,Cassie Stickels,464,209.43,1918
Asoka,Glenine Bussel,33,706.41,1909
Stringtough,Simon Maylott,428,896.76,1974
Y-find,Kayne Beilby,403,860.33,1960
Sub-Ex,Fremont Demoge,196,700.24,1931
Prodder,Billye Barthelmes,211,437.24,1918
Zontrax,Eachelle Tenaunt,484,67.45,1952
Holdlamis,Kore Blamey,359,555.29,1995
Flowdesk,Chrisse Keddy,86,77.44,1964
Voltsillam,Stace Leatherbarrow,418,477.45,1919
Tempsoft,Portie Goodwins,403,859.81,2015
Transcof,Alessandra Wardesworth,90,120.73,2012
Prodder,Luis Trett,433,477.92,1935
Bitwolf,Gianni Edmeads,495,718.88,1975
Sub-Ex,Iver Besnardeau,441,723.77,1938
Fintone,Urbain Cromack,150,665.79,1962
Quo Lux,Matthias Bedow,453,703.77,1965
Veribet,Collette Raubenheimers,83,768.61,1972
Andalax,Else Remer,464,455.12,1939
Flowdesk,Myrilla Bunkle,154,332.85,2011
Voyatouch,Rose Tolmie,124,588.3,1932
Cardify,Pepe Comer,284,790.45,1935
Matsoft,Ashil Seefus,470,408.94,1965
Tres-Zap,Saree Chillcot,400,624.85,1985
Pannier,Che Ainsbury,392,464.0,1961
Transcof,Yank Perford,184,565.13,1965
Bytecard,Iormina Ansill,97,246.02,1940
Temp,Seline Lebourn,257,827.72,1937
Alpha,Mariska Heskins,78,363.44,1964
Opela,Nanny Hanlon,313,288.74,1958
Tampflex,Cathi Wannop,311,791.47,1917
Transcof,Carmen Brockhurst,334,825.67,1957
Cookley,Thorn Coate,89,217.83,2006
Latlux,Carleton Bremner,126,245.72,2005
Alphazap,Augustina Houston,343,859.4,2007
Solarbreeze,Kris Blaber,408,803.65,2012
Kanlam,Neddy Barlas,423,148.7,1982
